ArNr,Artikelbezeichnung,PreisD,Rabattpreis,PreisCH,VE,Lagerbestand_generell,Bestelldatum1,Bestellmenge1,Bestelldatum2,Bestellmenge2,Bestelldatum3,Bestellmenge3,Kategorie,Subkategorie,Lagerbestand_sofort,Exportkennzeichen,Farbe,Groesse,Kennzeichen,Lagerbestand_physisch,
319736,                K�bel Palm kastanie 15cm,    0.39,       0,    0.99,     6,       228,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         K�BEL,            228,1,       kastanie,undefiniert,              319732,228,
319737,                K�bel Palm kastanie 17cm,    0.79,       0,    1.39,     6,       199,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         K�BEL,            199,1,       kastanie,undefiniert,              319732,199,
319738,              K�bel Palm kastanie 19.5cm,    1.29,       0,    2.19,     6,       146,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         K�BEL,            146,1,       kastanie,undefiniert,              319732,146,
319739,                K�bel Palm kastanie 22cm,    1.59,       0,    2.79,     4,       123,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         K�BEL,            123,1,       kastanie,undefiniert,              319732,123,
319740,                   K�bel Palm camel 15cm,    0.39,       0,    0.99,     6,       377,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         K�BEL,            377,1,          camel,undefiniert,              319732,377,
319741,                   K�bel Palm camel 17cm,    0.79,       0,    1.39,     6,       240,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         K�BEL,            240,1,          camel,undefiniert,              319732,240,
319742,                 K�bel Palm camel 19.5cm,    1.29,       0,    2.19,     6,       214,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         K�BEL,            214,1,          camel,undefiniert,              319732,214,
319743,                   K�bel Palm camel 22cm,    1.59,       0,    2.79,     4,       137,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         K�BEL,            137,1,          camel,undefiniert,              319732,137,
319745,                    K�bel Palm sand 17cm,    0.79,       0,    1.39,     6,        59,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         K�BEL,             59,1,          sand ,undefiniert,              319732,59,
319746,                  K�bel Palm sand 19.5cm,    1.29,       0,    2.19,     6,        37,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         K�BEL,             37,1,           sand,undefiniert,              319732,37,
319747,                    K�bel Palm sand 22cm,    1.59,       0,    2.79,     4,        63,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         K�BEL,             63,1,           sand,undefiniert,              319732,63,
319765, K�bel Larino Pop 5 Farben sortiert 16cm,    2.29,    1.99,    3.19,     6,        88,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         K�BEL,             88,1,5 Farb.sortiert,undefiniert,              319763,88,
319766,                 K�bel Ricardo wei� 14cm,    1.59,       0,    2.19,     6,       552,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         K�BEL,            552,1,          weiss,undefiniert,              319766,654,
319767,                 K�bel Ricardo wei� 16cm,    2.59,       0,    3.59,     6,       167,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         K�BEL,            167,1,          weiss,undefiniert,              319766,245,
319768,               K�bel Ricardo wei� 18.5cm,    2.99,       0,    4.19,     6,       270,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         K�BEL,            270,1,          weiss,undefiniert,              319766,336,
319769,                 K�bel Ricardo wei� 21cm,    3.59,       0,    5.09,     4,       211,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         K�BEL,            211,1,          weiss,undefiniert,              319766,243,
319771,                 K�bel Ricardo grau 14cm,    1.59,       0,    2.19,     6,       468,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         K�BEL,            468,1,           grau,undefiniert,              319766,510,
319772,                 K�bel Ricardo grau 16cm,    2.59,       0,    3.59,     6,       552,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         K�BEL,            552,1,           grau,undefiniert,              319766,588,
319773,               K�bel Ricardo grau 18.5cm,    2.99,       0,    4.19,     6,       342,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         K�BEL,            342,1,           grau,undefiniert,              319766,372,
319774,                 K�bel Ricardo grau 21cm,    3.59,       0,    5.09,     4,       316,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         K�BEL,            316,1,           grau,undefiniert,              319766,336,
319776,                 K�bel Ricardo rosa 14cm,    1.59,       0,    2.19,     6,       864,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         K�BEL,            864,1,           rosa,undefiniert,              319766,936,
319777,                 K�bel Ricardo rosa 16cm,    2.59,       0,    3.59,     6,       786,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         K�BEL,            786,1,           rosa,undefiniert,              319766,834,
319778,               K�bel Ricardo rosa 18.5cm,    2.99,       0,    4.19,     6,       316,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         K�BEL,            316,1,           rosa,undefiniert,              319766,352,
319779,                 K�bel Ricardo rosa 21cm,    3.59,       0,    5.09,     4,       124,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         K�BEL,            124,1,           rosa,undefiniert,              319766,128,
